name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
Osmar_Norton,Gove,1975,Paris,Defender,Wolverhampton_Wanderers_Football_Club,Glasgow,Emirates_Stadium,2013,Sigenobu_Bodagala
Ryoichi_Ilan,Togni,1992,55ienna,Midfield,FC_Spartak_Moscow,Rio_de_Janeiro,Stadio_Olimpico,2012,Olavi_Gurd
Gina_Kenta,Besancenot,1976,55obile,Defender,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stadio_Olimpico,2013,Jeremy_Cantu
Errol_Cetin,Fabrizio,1978,Shreveport,Goalkeeper,Lille_OSC,Munich,Allianz_Arena_Olympic_Stadium_Munich,2010,Robert_Lally
Ernest_Chiemi,Broch,1989,Birmingham,Defender,West_Ham_United_F.C.,Solna,Balaidos,2013,Aiqun_Levergood
Any#_It#ru,Ghezal,1977,Orlando,Defender,VfL_Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi_Comparetto
Theordore_Zhaoqian,Devroye,1991,55exington,Defender,FC_Spartak_Moscow,Istanbul,Jan_Breydel_Stadium,2012,Olavi_Gurd
Ichiang_Hanan,Kappner,1993,Lyon,Forward,Aik_Solna,Mexico_City,Vinte_Calderon_Stadium,2010,Shigetomo_Abbas
Iza#_Monte,Mattison,1992,Budapest,Midfield,FC_Kaiserslautern,Munich,Stadio_Olimpico,2012,Atsufumi_Comparetto
Rahim_Barton,Kawakami,1993,Billings,Midfield,SV_Werder_Bremen,Barcelona,Boleyn_Ground,2014,Sigenobu_Bodagala
Anya_Itaru,Ghezal,1977,Orlando,Defender,VfL_Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi_Comparetto
Laird_Capers,Aigrain,1990,Vail,Defender,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
Kristian_Britta,Vieri,1978,Prague,Defender,ACF_Fiorentina,Hamburg,King_Power_Stadium,2014,Aiqun_Levergood
Ste#nar_Sath#s,Brugnano,1987,55okyo,Goalkeeper,S.C._Braga,Gelsenkirchen,Sporngti_Park,2011,Anupam_Oxenboll
Brad_Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k_Fc,Tokyo,*MO_Field,2012,Xiaomin_Saoudi
Gesine_Tilmann,Cagman,1996,Corpus,Defender,VfL_Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi_Comparetto
Krishnaprasad_Hiu,Llewellyn,1984,Nassau,Midfield,FC_Dinamo_Bucuresti,Hamburg,*msterdam_*rena,2013,Mattan_Edelhoff
Jinsei_Ranjeev,Blix,1983,Cozumel,Midfield,A.C._Perugia_Calcio,Solna,Donbs_asArena,2013,Atsufumi_Comparetto
Mahmut_Vyjayanti,Dedood,1984,Mobile,Defender,FC_Bayern_Munich,Seattle,San_Siro_Stadium,2015,Atsufumi_Comparetto
Meh#ya#_Judi,Favre,1995,Amarillo,Midfield,Boavista_F.C.,Naples,*eltins-Arena,2014,Torsten_Fedou
Guisseppi_Abdelmadjid,Newstead,1994,Istanbul,Midfield,Juventus,Salvador,BMO_Field,2012,IlYoung_Giese
Rahim_Barton,Kawakami,1993,Billings,Defender,FK_Partizan,Orlando,White_Hart_Lane,2013,Ryouji_Dare
Huajun_Haijo,Zajak,1982,Conakry,Forward,Juventus,Salvador,BMField,2015,Sigenobu_Bodagala
Yooichi_Hemant,Valette,1976,Amarillo,Goalkeeper,Boavista_F.C.,Naples,Veltins-Arena,2014,Piera_Faustini
S#r#ng#n_Sreer#m#,Borgelt,1994,55altimore,Midfield,Valencia_CF,Montevideo,*onstant_Vanden_Stock_Stadium,2011,Veit_Luks
Magne_Chihping,Jungst,1990,Durban,Midfield,Juventus,Salvador,BMO_Field,2010,Masum_Kasprzak
Myl#_Nikol#us,Goni,1995,Budapest,Midfield,FC_Spartak_Moscow,Istanbul,Jan_eyBrdel_Stadium,2011,Yki_Villano
Cla#_Pawel,Kadar,1991,Sarasota,Defender,Royal_Antwerp_F.C.,Salvador,BMO_Field,2011,Rashi_Papadourakis
Eleftherios_Maxwell,Bollman,1986,Brussels,Midfield,West_Ham_United_F.C.,Solna,Balaidos,2013,Aiqun_Levergood
Rohan_Sander,Rezende,1995,Providenciales,Midfield,Royal_Antwerp_F.C.,London,Santiago_Bernabeu_Stadium,2011,Rashi_Papadourakis
Huajun_Haijo,Zajak,1982,Conakry,Midfield,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2014,Robbert_Flach
Murat_Luc,Kusakabe,1993,Cody,Midfield,Forest_Green_Rovers_F.C.,Solna,Allianz_Arena_Olympic_Stadium_Munich,2012,Srikanth_Chimia
Caryl_Moninder,Obermaier,1984,55arsaw,Forward,VfL_Wolfsburg,Solna,Allianz_Arena_Olympic_Stadium_Munich,2011,Atsufumi_Comparetto
Hor#ce_Gunnv#ld,Danneberg,1993,Guatemala,Goalkeeper,S.C._Braga,Gelsenkirchen,Spting_Park,2014,Bernando_Jesus
Gang_Vivekananda,Hofstetter,1983,Mobile,Midfield,FC_Midtjylland,Houston,Stade_Louis_II,2011,Mattan_Edelhoff
Heiner_Farahangiz,Weatherhead,1979,Louisville,Midfield,Valencia_CF,Montevideo,*onstant_Vanden_Stock_Stadium,2011,Veit_Luks
Mej#r_Congxi#o,Farrag,1994,Sao,Midfield,FC_Anzhi_Makhachkala,Hamburg,King_Power_Stadium,2013,Robert_Lally
Hor#ce_Gunnv#ld,Danneberg,1993,Guatemala,Goalkeeper,S.C._Braga,Gelsenkirchen,*porting_Park,2014,Bernando_Jesus
Horace_Gunnvald,Danneberg,1993,Guatemala,Goalkeeper,S.C._Braga,Gelsenkirchen,Sporting_Park,2014,Bernando_Jesus
Oryal_Tohru,Mikelsons,1997,55ihuatenejo,Forward,Boavista_F.C.,Naples,Veltins-Arena,2015,Duckyoung_Padhye
Lundy_Bharathi,Remp,1979,Elko,Forward,S.C._Braga,Gelsenkirchen,Spti_Pngark,2011,Anupam_Oxenboll
Yooichi_Hemant,Valette,1976,55marillo,Goalkeeper,Boavista_F.C.,Naples,Veltins-Arena,2014,Piera_Faustini
Ryoichi_Ilan,Togni,1992,55ienna,Forward,FK_Partizan,Orlando,White_Hart_Lane,2013,Ryouji_Dare
Sil#io_Rogelio,Keskin,1988,Pasco,Defender,Valencia_CF,Montevideo,Consntta_Vanden_Stock_Stadium,2011,Vagan_Smallwood
Bhuwan_Percy,Bouabdallah,1984,Guangzhou,Forward,Boavista_F.C.,Naples,Veins-Arena,2015,Duckyoung_Padhye
Alison_Pierdaniele,Knauff,1992,Mobile,Defender,FC_Spartak_Moscow,Istanbul,Jan_eyBrdel_Stadium,2011,Yki_Villano
Ayal_Waeil,Haining,1981,Wichita,Defender,Lille_OSC,Munich,*llianz_*rena_Olympic_Stadium_Munich,2010,Robert_Lally
Gernod_Sowmitri,Harloff,1991,55onterrey,Forward,Tianjin_Teda_F.C.,Cardiff,Estadio_da_Luz,2011,Ryouji_Dare
Huu_Shian,Abraham,1988,55lbuquerque,Midfield,Boavista_F.C.,Naples,Veltins-Arena,2014,Piera_Faustini
Yookun_Apostol,Benn,1984,Los,Defender,Boavista_F.C.,Naples,*eltins-Arena,2015,Duckyoung_Padhye
Rahim_Barton,Kawakami,1993,Billings,Defender,FK_Partizan,Orlando,White_Hart_Lane,2013,Ryouji_Dare
Sanjaya_Raed,Zabele,1996,55win,Midfield,VfL_Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi_Comparetto
Hid#aki_Sava,Burtschick,1988,Guatemala,Midfield,Sport_Club_Internacional,Montreal,Ki_Power_Stadium,2013,Soung_Alt
Martii_Mischa,Matyska,1978,55asco,Goalkeeper,The_New_Saints_F.C.,Arlington,Parc_des_Princes,2012,Mayan_Tautenhahn
Osm#r_Norton,Gove,1975,Paris,Defender,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,Stio_Olimpico,2011,Xiaolei_Ronchette
Boyan_Witold,Symes,1986,Vail,Midfield,Clube_de_Regatas_do_Flamengo,Rio_de_Janeiro,*tad_Oiolimpico,2013,Jeremy_Cantu
Errol_Cetin,Fabrizio,1978,Shreveport,Midfield,P.a.o.k_Fc,Tokyo,BMO_Field,2012,Xiaomin_Saoudi
Lorrin_Kazuki,Gabalda,1991,Veracruz,Forward,Juventus,Salvador,BMO_elFid,2010,Masum_Kasprzak
Gua#dian_Yongjoon,Pierro,1994,Chattanooga,Forward,P.a.o.k_Fc,Brasilia,King_Power_Stadium,2012,Xiaomin_Saoudi
Gesine_Tilmann,Cagman,1996,Corpus,Defender,Toronto_FC,Stuttgart,Camp_Nou,2014,Kazuhiko_Claybrook
Lode_Anamaria,Ruocco,1980,55resno,Midfield,A.C._Perugia_Calcio,Solna,Donbass_Arena,2013,Atsufumi_Comparetto
Klaus_Nicu,Strevell,1979,Roanoke,Forward,FK_Partizan,Orlando,White_Hart_Lane,2013,Ryouji_Dare
Dallan_Yoshioki,Nuzman,1990,55asper,Midfield,FC_Anzhi_Makhachkala,Hamburg,King_Power_Stadium,2013,Robert_Lally
Renganathan_Sihai,Godo,1989,55aton,Midfield,The_New_Saints_F.C.,Arlington,Parces_d_Princes,2014,Robbert_Flach
Rohan_Sander,Rezende,1995,Providenciales,Midfield,Royal_Antwerp_F.C.,London,Santgoia_Bernabeu_Stadium,2011,Rashi_Papadourakis
Judy_Brant,Prenel,1978,Worcester,Goalkeeper,FC_Spartak_Moscow,Istanbul,JaBreydel_Stadium,2011,Yki_Villano
Anke_Ute,Weener,1995,55iev,Defender,West_Ham_United_F.C.,Solna,Baidos,2013,Aiqun_Levergood
Gang_Vivekananda,Hofstetter,1983,Mobile,Midfield,ACF_Fiorentina,Hamburg,Ki_Power_Stadium,2014,Aiqun_Levergood
Woei_Dongmo,Ogawa,1988,Aguascalientes,Defender,Tianjin_Teda_F.C.,Cardiff,Estadio_da_Luz,2011,Ryouji_Dare
Nas#eddine_Ratko,Lesperance,1995,Buffalo,Goalkeeper,New_York_Red_Bulls,Brasilia,San_Siro_Stadium,2011,Atsuyuki_Jayaprakash
Yookun_Apostol,Benn,1984,Los,Defender,Boavista_F.C.,Naples,Veltins-Arena,2015,Duckyoung_Padhye
Ayal_Waeil,Haining,1981,Wichita,Defender,Lille_OSC,Munich,*llianz_*rena_Olympic_Stadium_Munich,2010,Robert_Lally
Gui##eppi_Abdelmadjid,Newstead,1994,55stanbul,Midfield,Juventus,Salvador,BMO_Field,2012,IlYoung_Giese
Yadran_Mechthild,Rayne,1983,South,Forward,FC_Anzhi_Makhachkala,Tokyo,BMO_Field,2013,Robert_Lally
Phi#ip_Sachio,Yoccoz,1975,55ayton,Goalkeeper,S.C._Braga,Gelsenkirchen,Sporting_Park,2014,Bernando_Jesus
